what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938171251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938181794
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517938181812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938184265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938186809
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1517938187385
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517938190774
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517938192419
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517938197563
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1517938244091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517938248505
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1517938249254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938249585
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517938255106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938255111
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1517938255119
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517938258779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938260684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938263995
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1517938264542
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517938267982
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517938269555
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517938274695
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517938291695
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517938293539
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1517938294343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938351651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938616417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938617259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938658074
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517938659383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938661187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938663004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938673260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938675889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938732635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938752638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938757500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938764030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938774596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517938777129
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1517938777692
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517938781051
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517938782605
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517938787740
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1517939084108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517939092327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517939092566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517939093023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517939093182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517939094083
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1517939094758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517939095098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517939102773
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517939144843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517939146798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517939149507
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1517939150084
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517939153192
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517939154854
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1517939160030
